order_id,customer_id,product_category,region,order_date,revenue,cost,discount
O106990,C11257,Toys,APAC,2025-02-28,116.09,80.56,0.0743
O104524,C11761,Electronics,EU,2025-02-28,318.91,375.28,0.3346
O111497,C12131,Home & Kitchen,LATAM,2025-02-28,256.86,295.09,0.2963
O103699,C11671,Toys,LATAM,2025-02-28,50.72,43.96,0.0658
O101300,C11671,Beauty,EU,2025-02-28,80.14,46.18,0.1278
O110462,C10040,Electronics,EU,2025-02-28,260.63,292.84,0.2632
O105175,C10365,Fashion,EU,2025-03-01,98.18,88.77,0.2422
O107806,C10517,Fashion,NA,2025-03-01,121.57,109.73,0.253
O106492,C10651,Electronics,NA,2025-03-01,302.2,301.4,0.2043
O108580,C10433,Fashion,EU,2025-03-01,145.08,138.42,0.2703
O103487,C12108,Fashion,APAC,2025-03-01,111.47,90.38,0.2302
O109464,C10272,Electronics,NA,2025-03-01,411.63,357.71,0.1552
O111271,C11471,Beauty,EU,2025-03-01,105.16,64.85,0.1225
O107930,C10738,Beauty,APAC,2025-03-01,49.53,39.5,0.1431
O110892,C10534,Sports,EU,2025-03-01,157.61,139.31,0.1434
O105383,C10838,Home & Kitchen,LATAM,2025-03-01,225.37,248.43,0.2095
O105405,C10853,Electronics,APAC,2025-03-01,329.75,291.27,0.1318
O101253,C11746,Electronics,EU,2025-03-01,399.28,445.66,0.2697
O101238,C10655,Electronics,LATAM,2025-03-01,542.02,557.44,0.2198
O106672,C10734,Home & Kitchen,EU,2025-03-01,179.45,143.39,0.0954
O104227,C11348,Electronics,LATAM,2025-03-01,291.42,283.83,0.1639
O101660,C11363,Toys,LATAM,2025-03-01,68.59,35.19,0.0141
O101541,C10531,Electronics,EU,2025-03-01,204.73,230.32,0.2323
O104769,C10103,Beauty,EU,2025-03-01,67.49,49.04,0.2008
O100678,C11151,Beauty,APAC,2025-03-02,68.58,43.19,0.0317
O103016,C11171,Home & Kitchen,NA,2025-03-02,221.51,171.62,0.0916
O107706,C11861,Toys,NA,2025-03-02,119.62,91.1,0.147
O101414,C11287,Fashion,NA,2025-03-02,147.88,116.96,0.124
O102627,C10010,Fashion,EU,2025-03-02,120.14,94.96,0.2142
O108789,C10790,Electronics,APAC,2025-03-02,589.77,489.1,0.056
O111003,C11115,Electronics,APAC,2025-03-02,406.58,363.57,0.143
O111874,C11249,Home & Kitchen,NA,2025-03-02,117.27,88.63,0.04
O101114,C10427,Electronics,NA,2025-03-02,319.39,300.55,0.2081
O104285,C11687,Electronics,NA,2025-03-02,314.28,297.28,0.2027
O105154,C11762,Beauty,NA,2025-03-02,79.81,56.2,0.0593
O103387,C11620,Toys,EU,2025-03-02,81.33,52.7,0.1292
O108995,C11086,Fashion,LATAM,2025-03-02,91.23,89.79,0.2187
O102115,C10445,Fashion,EU,2025-03-02,78.77,80.24,0.3681
O109210,C11640,Fashion,LATAM,2025-03-02,71.29,51.14,0.1656
O105427,C10306,Electronics,LATAM,2025-03-02,573.11,579.4,0.1922
O102221,C10338,Sports,EU,2025-03-02,212.57,184.25,0.1795
O110360,C10981,Electronics,NA,2025-03-02,444.5,430.96,0.1819
O101792,C10756,Home & Kitchen,LATAM,2025-03-02,240.59,254.73,0.177
O105163,C11839,Fashion,LATAM,2025-03-02,92.63,95.57,0.3372
O103787,C10046,Electronics,EU,2025-03-02,323.74,396.71,0.316
O104661,C11276,Electronics,EU,2025-03-02,261.3,315.58,0.3437
O109590,C10512,Fashion,LATAM,2025-03-02,58.96,56.54,0.2516
O103508,C10127,Sports,APAC,2025-03-02,179.84,130.2,0.0951
O105643,C11494,Electronics,LATAM,2025-03-03,366.22,382.28,0.2199
O104772,C10389,Electronics,EU,2025-03-03,143.66,173.9,0.2637
O105587,C12174,Electronics,NA,2025-03-03,453.75,388.52,0.1024
O102467,C11494,Electronics,APAC,2025-03-03,388.27,365.39,0.1327
O109363,C10102,Fashion,NA,2025-03-03,81.05,55.43,0.144
O101632,C10200,Electronics,EU,2025-03-03,236.23,303.84,0.3476
O107201,C10631,Toys,APAC,2025-03-03,113.03,71.31,0.0757
O109625,C11116,Electronics,NA,2025-03-03,387.05,335.08,0.0722
O109527,C11116,Electronics,LATAM,2025-03-03,254.03,272.33,0.1943
O104024,C11000,Sports,NA,2025-03-03,157.47,135.6,0.1348
O109602,C10347,Electronics,LATAM,2025-03-03,265.09,261.55,0.161
O110862,C10025,Sports,EU,2025-03-03,118.15,99.68,0.1822
O102657,C10594,Electronics,NA,2025-03-03,141.86,124.74,0.2085
O106851,C11163,Toys,EU,2025-03-03,94.56,62.53,0.1489
O110601,C11218,Home & Kitchen,APAC,2025-03-03,186.93,158.84,0.1399
O102230,C11391,Electronics,LATAM,2025-03-03,265.33,318.64,0.3082
O101842,C11796,Fashion,APAC,2025-03-04,200.91,152.57,0.1465
O102356,C10905,Toys,EU,2025-03-04,51.44,34.42,0.0
O109075,C11904,Home & Kitchen,NA,2025-03-04,156.73,152.36,0.176
O102319,C11704,Electronics,LATAM,2025-03-04,187.68,187.5,0.1976
O101073,C11155,Home & Kitchen,APAC,2025-03-04,101.45,69.61,0.1504
O106257,C11515,Electronics,APAC,2025-03-04,362.86,335.24,0.1977
O105618,C11987,Sports,APAC,2025-03-04,88.06,68.06,0.0845
O100997,C10793,Sports,APAC,2025-03-04,169.1,118.02,0.0786
O108521,C12110,Fashion,NA,2025-03-04,147.91,102.35,0.2055
O109992,C12017,Electronics,EU,2025-03-04,210.81,248.59,0.3063
O101358,C10226,Beauty,LATAM,2025-03-04,101.06,68.74,0.1539
O106903,C11230,Sports,LATAM,2025-03-04,93.71,85.96,0.2327
O110680,C11924,Beauty,LATAM,2025-03-04,51.86,49.68,0.235
O103617,C10899,Beauty,EU,2025-03-05,77.39,53.24,0.0995
O108032,C11426,Electronics,LATAM,2025-03-05,334.43,362.4,0.2329
O109267,C10596,Home & Kitchen,APAC,2025-03-05,246.13,201.22,0.0889
O104105,C10995,Electronics,NA,2025-03-05,327.39,310.8,0.1241
O103731,C11891,Sports,NA,2025-03-05,154.26,116.13,0.127
O101378,C11106,Toys,APAC,2025-03-05,66.52,42.66,0.0998
O107868,C11333,Beauty,EU,2025-03-05,66.98,57.86,0.1705
O110309,C10138,Sports,NA,2025-03-05,90.73,71.9,0.1759
O107399,C10946,Sports,EU,2025-03-05,60.94,48.08,0.1773
O111842,C11544,Home & Kitchen,APAC,2025-03-05,187.76,132.87,0.1273
O104013,C11076,Toys,NA,2025-03-05,65.3,53.4,0.1681
O101015,C11842,Fashion,APAC,2025-03-05,62.41,49.3,0.2416
O104799,C11221,Toys,NA,2025-03-05,143.9,99.64,0.0713
O111511,C11340,Electronics,LATAM,2025-03-06,336.23,323.7,0.0978
O107456,C11239,Toys,LATAM,2025-03-06,96.12,68.79,0.1292
O106973,C11488,Sports,APAC,2025-03-06,19.85,24.01,0.206
O111267,C10156,Sports,NA,2025-03-06,132.44,94.79,0.1983
O102814,C10439,Sports,NA,2025-03-06,72.46,62.33,0.1853
O103502,C10682,Fashion,EU,2025-03-06,67.15,54.2,0.2863
O103480,C11757,Electronics,NA,2025-03-06,225.25,224.65,0.1957
O110157,C10769,Toys,NA,2025-03-06,46.44,32.1,0.1265
O111071,C11654,Fashion,EU,2025-03-06,58.66,61.66,0.3328
O104055,C10831,Electronics,NA,2025-03-07,411.73,413.02,0.2284
O104053,C11782,Fashion,LATAM,2025-03-07,84.53,70.44,0.2407
O102022,C11448,Home & Kitchen,EU,2025-03-07,20.07,24.92,0.1971
O107338,C10236,Sports,NA,2025-03-07,149.27,126.46,0.186
O102539,C11086,Fashion,EU,2025-03-07,127.26,106.44,0.2073
O110153,C11073,Fashion,LATAM,2025-03-07,119.32,97.73,0.1249
O105457,C10865,Sports,APAC,2025-03-07,161.66,133.54,0.1563
O110449,C11057,Beauty,APAC,2025-03-07,150.59,110.56,0.1349
O111739,C10429,Toys,EU,2025-03-07,106.96,94.38,0.2347
O100138,C10764,Home & Kitchen,APAC,2025-03-07,85.62,81.81,0.234
O108343,C11555,Electronics,NA,2025-03-07,445.01,425.33,0.2038
O107309,C10698,Fashion,EU,2025-03-07,45.97,56.1,0.4105
O101521,C11565,Electronics,NA,2025-03-07,297.95,260.98,0.1482
O100354,C12132,Toys,NA,2025-03-07,134.34,92.44,0.125
O107007,C11418,Electronics,EU,2025-03-07,151.77,193.6,0.3578
O102923,C11189,Toys,NA,2025-03-07,52.98,45.14,0.1104
O105688,C11668,Home & Kitchen,NA,2025-03-07,206.74,171.26,0.1566
O110365,C10007,Fashion,EU,2025-03-08,48.66,49.85,0.3158
O105867,C11940,Electronics,EU,2025-03-08,134.51,176.01,0.3396
O111097,C11476,Electronics,APAC,2025-03-08,387.55,347.24,0.0854
O100861,C12041,Electronics,APAC,2025-03-08,428.99,427.49,0.1731
O111743,C10636,Beauty,APAC,2025-03-08,66.89,52.62,0.2077
O111012,C10067,Beauty,EU,2025-03-08,106.24,79.41,0.1356
O105169,C10008,Beauty,NA,2025-03-08,60.33,45.35,0.0628
O109397,C11154,Fashion,APAC,2025-03-08,107.91,85.24,0.1823
O108341,C12116,Fashion,LATAM,2025-03-08,113.51,95.56,0.201
O105584,C11010,Fashion,EU,2025-03-08,18.73,19.47,0.3365
O111216,C11211,Fashion,NA,2025-03-08,77.17,49.69,0.2115
O104401,C10261,Beauty,NA,2025-03-08,69.48,46.23,0.1006
O104853,C10150,Sports,LATAM,2025-03-08,34.32,42.94,0.2386
O105621,C10098,Electronics,APAC,2025-03-08,452.07,384.58,0.1445
O111423,C11211,Beauty,EU,2025-03-08,44.6,30.64,0.1371
O108772,C11104,Home & Kitchen,LATAM,2025-03-08,143.49,166.13,0.215
O106898,C12063,Home & Kitchen,NA,2025-03-08,158.56,142.81,0.1756
O104339,C11105,Electronics,EU,2025-03-08,399.73,423.38,0.2979
O100865,C11535,Sports,NA,2025-03-09,182.67,127.03,0.115
O101522,C10420,Toys,APAC,2025-03-09,125.71,88.21,0.1061
O104557,C11892,Toys,NA,2025-03-09,130.33,89.6,0.088
O104896,C11871,Toys,APAC,2025-03-09,115.78,87.89,0.1357
O100545,C10117,Electronics,NA,2025-03-09,403.52,367.14,0.1281
O109201,C11370,Fashion,APAC,2025-03-09,33.46,23.4,0.1918
O109585,C10603,Beauty,LATAM,2025-03-09,31.65,10.05,0.1668
O101282,C10865,Electronics,EU,2025-03-09,282.74,306.15,0.2943
O111117,C11474,Fashion,NA,2025-03-09,86.85,74.37,0.1921
O106479,C10708,Fashion,EU,2025-03-09,50.38,46.89,0.2177
O106924,C10767,Beauty,EU,2025-03-09,84.97,58.17,0.1591
O101363,C10444,Toys,NA,2025-03-09,154.27,114.77,0.1295
O107829,C10871,Fashion,APAC,2025-03-10,115.63,86.8,0.1934
O101899,C10746,Beauty,APAC,2025-03-10,129.85,61.48,0.0668
O105514,C11119,Fashion,APAC,2025-03-10,64.47,53.07,0.2465
O102824,C11362,Fashion,NA,2025-03-10,117.98,85.3,0.1385
O107222,C10879,Toys,LATAM,2025-03-10,115.25,83.26,0.0771
O104078,C10543,Fashion,NA,2025-03-10,19.71,11.4,0.2117
O101837,C10669,Sports,LATAM,2025-03-10,185.59,149.07,0.1613
O107666,C11244,Home & Kitchen,APAC,2025-03-10,349.54,270.78,0.1132
O107788,C11847,Electronics,EU,2025-03-10,175.72,230.51,0.3503
O102046,C10996,Fashion,NA,2025-03-10,17.94,15.46,0.2822
O109225,C11485,Fashion,NA,2025-03-10,101.58,102.92,0.3096
O104762,C10215,Electronics,EU,2025-03-10,180.13,197.58,0.3245
O100004,C10952,Electronics,LATAM,2025-03-10,193.65,201.63,0.1988
O109019,C10707,Toys,NA,2025-03-10,32.63,39.12,0.1544
O111942,C10854,Toys,APAC,2025-03-11,79.29,61.45,0.1862
O105959,C11925,Sports,EU,2025-03-11,145.72,105.7,0.152
O105720,C12155,Electronics,NA,2025-03-11,374.53,283.85,0.0297
O110735,C11724,Home & Kitchen,EU,2025-03-11,130.85,113.5,0.1798
O109802,C11391,Beauty,NA,2025-03-11,56.83,39.24,0.0542
O101473,C10455,Fashion,NA,2025-03-11,170.89,101.35,0.0518
O105554,C11220,Fashion,LATAM,2025-03-11,61.04,48.78,0.1495
O106454,C11024,Home & Kitchen,EU,2025-03-11,191.41,173.34,0.1876
O111841,C11024,Fashion,LATAM,2025-03-11,28.92,22.77,0.191
O106125,C10537,Fashion,EU,2025-03-11,78.68,82.57,0.3205
O111355,C11271,Toys,EU,2025-03-11,128.99,91.06,0.1665
O102893,C12007,Fashion,NA,2025-03-11,130.52,89.92,0.1447
O102228,C10637,Electronics,EU,2025-03-11,280.72,310.65,0.2604
O107621,C11249,Home & Kitchen,NA,2025-03-11,291.96,233.46,0.0875
O101885,C10394,Fashion,NA,2025-03-11,133.88,109.49,0.2114
O105684,C11196,Toys,EU,2025-03-11,106.55,91.87,0.1842
O105330,C11238,Fashion,LATAM,2025-03-11,153.68,119.3,0.2
O107951,C10445,Toys,EU,2025-03-12,80.33,59.48,0.189
O101479,C10916,Electronics,APAC,2025-03-12,487.12,485.1,0.2072
O101971,C12025,Sports,LATAM,2025-03-12,143.37,115.87,0.1614
O102936,C11688,Home & Kitchen,EU,2025-03-12,27.87,15.91,0.211
O106164,C10549,Electronics,NA,2025-03-12,326.41,294.02,0.1045
O100649,C11866,Toys,NA,2025-03-12,110.2,73.93,0.1327
O105053,C12009,Toys,EU,2025-03-12,130.56,95.51,0.2029
O105768,C11033,Fashion,NA,2025-03-12,45.2,37.4,0.181
O101935,C10359,Sports,NA,2025-03-12,154.45,114.76,0.1169
O107074,C11567,Fashion,EU,2025-03-12,115.92,115.79,0.3041
O111474,C12119,Home & Kitchen,NA,2025-03-12,237.44,199.8,0.1642
O103883,C11000,Sports,EU,2025-03-12,87.28,64.57,0.1825
O107559,C12116,Toys,EU,2025-03-12,51.78,42.6,0.1661
O105700,C11370,Home & Kitchen,LATAM,2025-03-12,18.26,8.0,0.2696
O111238,C12155,Sports,APAC,2025-03-12,104.52,92.87,0.1914
O109544,C11425,Beauty,EU,2025-03-12,45.91,47.17,0.118
O101126,C11879,Electronics,APAC,2025-03-12,695.84,558.98,0.0786
O102003,C11008,Sports,EU,2025-03-13,77.16,69.66,0.1869
O111289,C11369,Fashion,APAC,2025-03-13,91.65,71.45,0.2482
O109963,C10492,Sports,LATAM,2025-03-13,159.69,145.28,0.265
O102854,C11592,Electronics,APAC,2025-03-13,416.32,376.93,0.1677
O110337,C10273,Sports,NA,2025-03-13,192.68,161.92,0.1705
O111763,C10491,Electronics,NA,2025-03-13,537.5,527.11,0.1909
O101311,C10765,Sports,APAC,2025-03-13,104.35,93.16,0.1759
O100427,C11769,Home & Kitchen,APAC,2025-03-13,189.16,147.65,0.1789
O108766,C10477,Sports,EU,2025-03-13,179.77,153.2,0.1679
O101714,C11417,Toys,NA,2025-03-13,75.39,64.28,0.0614
O107754,C10342,Toys,EU,2025-03-13,73.65,40.86,0.1264
O108980,C12195,Toys,NA,2025-03-13,162.48,116.15,0.0876
O106181,C11924,Electronics,LATAM,2025-03-13,447.26,496.94,0.2037
O103681,C10070,Home & Kitchen,NA,2025-03-13,116.54,86.09,0.116
O105680,C10418,Electronics,NA,2025-03-13,59.33,56.16,0.2719
O101504,C11314,Sports,NA,2025-03-13,47.53,40.61,0.1969
O107793,C10684,Electronics,EU,2025-03-13,255.43,298.11,0.2614
O103195,C10386,Beauty,NA,2025-03-13,71.62,51.47,0.1432
O102051,C10665,Sports,EU,2025-03-13,211.13,177.07,0.0965
O100867,C11843,Beauty,LATAM,2025-03-13,42.89,39.18,0.1967
O105001,C10074,Toys,APAC,2025-03-13,94.28,65.1,0.0409
O104294,C12039,Sports,EU,2025-03-13,137.81,107.81,0.1733
O111392,C10385,Toys,NA,2025-03-13,91.83,66.75,0.1724
O100788,C11197,Beauty,NA,2025-03-14,112.82,78.27,0.1125
O104211,C11562,Home & Kitchen,APAC,2025-03-14,199.07,162.16,0.1627
O106537,C12093,Fashion,APAC,2025-03-14,162.84,142.42,0.2688
O103171,C12065,Sports,APAC,2025-03-14,141.3,114.32,0.1779
O100219,C11985,Home & Kitchen,NA,2025-03-14,383.16,293.85,0.0773
O105008,C11575,Fashion,NA,2025-03-14,68.37,51.41,0.216
O106230,C11045,Electronics,NA,2025-03-14,327.91,318.66,0.2237
O106647,C11762,Fashion,EU,2025-03-14,162.21,165.87,0.265
O105588,C11777,Home & Kitchen,APAC,2025-03-14,132.83,114.52,0.2258
O110996,C10500,Fashion,NA,2025-03-14,149.83,119.02,0.1792
O111364,C11899,Home & Kitchen,EU,2025-03-14,35.09,32.71,0.1659
O105236,C11227,Electronics,NA,2025-03-14,352.03,307.7,0.0965
O102297,C11080,Fashion,EU,2025-03-14,127.61,122.2,0.2642
O103453,C10766,Sports,LATAM,2025-03-14,148.21,129.06,0.2336
O109813,C11934,Electronics,EU,2025-03-14,343.27,372.1,0.2656
O101687,C10897,Fashion,APAC,2025-03-14,50.56,38.97,0.2201
O100639,C12087,Electronics,LATAM,2025-03-14,360.55,364.4,0.1939
O102496,C11762,Electronics,EU,2025-03-14,369.82,412.52,0.2746
O102424,C10766,Sports,NA,2025-03-15,239.64,176.57,0.0922
O107353,C10708,Electronics,APAC,2025-03-15,383.26,370.14,0.1922
O101161,C11097,Sports,EU,2025-03-15,172.92,138.14,0.145
O103902,C11120,Beauty,APAC,2025-03-15,48.28,13.57,0.1165
O111037,C10320,Sports,LATAM,2025-03-15,134.57,119.77,0.13
O106966,C11988,Sports,NA,2025-03-15,119.7,76.23,0.0592
O110838,C10097,Home & Kitchen,EU,2025-03-15,237.08,207.98,0.1488
O106954,C10943,Toys,APAC,2025-03-15,105.22,66.88,0.1423
O102060,C11967,Beauty,APAC,2025-03-15,28.21,19.3,0.0665
O108757,C11971,Electronics,LATAM,2025-03-15,297.79,293.3,0.1789
O104213,C11569,Home & Kitchen,NA,2025-03-15,57.99,49.27,0.1364
O100333,C11825,Sports,NA,2025-03-15,319.91,250.21,0.0941
O102278,C10811,Fashion,NA,2025-03-15,117.41,89.28,0.2054
O101690,C11698,Fashion,NA,2025-03-15,63.62,58.45,0.2518
O101795,C10444,Electronics,APAC,2025-03-15,441.08,390.04,0.1359
O105295,C11757,Fashion,EU,2025-03-16,111.08,106.83,0.3096
O105749,C10260,Beauty,NA,2025-03-16,104.26,65.41,0.0171
O105409,C11561,Home & Kitchen,NA,2025-03-16,157.63,122.78,0.152
O103663,C12116,Electronics,NA,2025-03-16,454.36,439.4,0.1573
O108528,C12043,Electronics,LATAM,2025-03-16,321.4,339.29,0.2243
O109916,C10176,Electronics,EU,2025-03-16,219.68,289.53,0.3697
O106121,C11315,Electronics,NA,2025-03-16,227.02,193.87,0.0597
O103962,C11444,Home & Kitchen,NA,2025-03-16,131.81,96.14,0.0599
O104508,C10584,Beauty,NA,2025-03-16,47.67,41.22,0.1
O102904,C11434,Electronics,EU,2025-03-16,223.02,266.91,0.2984
O102793,C11176,Home & Kitchen,NA,2025-03-16,314.03,260.59,0.1023
O107494,C11894,Home & Kitchen,APAC,2025-03-16,20.95,14.85,0.1621
O100606,C10710,Home & Kitchen,EU,2025-03-16,136.38,110.92,0.1837
O111658,C11139,Fashion,NA,2025-03-16,100.44,71.89,0.1939
O104154,C10498,Electronics,NA,2025-03-16,426.37,422.8,0.1954
O107137,C11841,Fashion,EU,2025-03-16,77.89,78.21,0.3223
O108551,C10092,Home & Kitchen,LATAM,2025-03-16,204.55,225.52,0.1843
O101821,C11682,Fashion,NA,2025-03-16,110.23,82.5,0.1562
O103018,C11315,Home & Kitchen,EU,2025-03-16,227.38,185.22,0.0714
O108656,C10829,Toys,EU,2025-03-17,22.47,9.39,0.1012
O103620,C12191,Home & Kitchen,EU,2025-03-17,97.11,88.23,0.2546
O108649,C10443,Fashion,EU,2025-03-17,60.61,61.07,0.2688
O106560,C11397,Beauty,APAC,2025-03-17,64.26,32.24,0.0761
O106506,C12086,Toys,APAC,2025-03-17,73.58,47.79,0.0581
O108594,C10383,Home & Kitchen,NA,2025-03-17,77.51,62.82,0.163
O111648,C10997,Home & Kitchen,EU,2025-03-17,140.35,131.46,0.2024
O109376,C10926,Beauty,LATAM,2025-03-17,108.37,77.25,0.1082
O104983,C10884,Fashion,NA,2025-03-17,77.76,77.03,0.2454
O105703,C10948,Beauty,EU,2025-03-17,57.46,51.17,0.2193
O106270,C11113,Fashion,EU,2025-03-17,100.58,82.32,0.2669
O110541,C12103,Home & Kitchen,EU,2025-03-17,212.93,166.36,0.1193
O109337,C11924,Fashion,EU,2025-03-17,75.27,75.12,0.3108
O104283,C10955,Fashion,EU,2025-03-17,21.88,23.6,0.35
O106835,C11730,Sports,NA,2025-03-17,202.4,178.29,0.1441
O102466,C10662,Sports,APAC,2025-03-18,120.44,87.89,0.0814
O101145,C11061,Fashion,NA,2025-03-18,116.57,107.2,0.2489
O109684,C11422,Beauty,EU,2025-03-18,47.43,38.56,0.1649
O108812,C11211,Home & Kitchen,EU,2025-03-18,154.5,119.12,0.1162
O107421,C11908,Home & Kitchen,LATAM,2025-03-18,287.57,292.14,0.1705
O106705,C10085,Home & Kitchen,APAC,2025-03-18,130.52,103.99,0.0831
O102406,C10816,Sports,NA,2025-03-18,69.49,52.88,0.1586
O107434,C10902,Home & Kitchen,EU,2025-03-18,180.69,174.28,0.1809
O100394,C11583,Beauty,NA,2025-03-18,68.94,56.86,0.1384
O101415,C11724,Toys,EU,2025-03-18,156.94,118.1,0.1376
O111797,C11164,Electronics,EU,2025-03-18,401.27,472.58,0.3146
O109162,C11457,Toys,LATAM,2025-03-18,47.29,33.53,0.0957
O103326,C10353,Electronics,EU,2025-03-18,132.42,162.46,0.323
O105337,C11264,Electronics,NA,2025-03-18,242.91,220.44,0.1713
O101838,C10489,Fashion,LATAM,2025-03-18,85.54,61.98,0.2326
O108836,C10637,Home & Kitchen,NA,2025-03-18,202.36,174.14,0.1775
O109500,C12024,Home & Kitchen,NA,2025-03-18,208.15,158.8,0.1094
O106890,C10326,Fashion,APAC,2025-03-18,174.57,135.61,0.2034
O107576,C12038,Fashion,NA,2025-03-19,78.45,61.0,0.2011
O106364,C11793,Home & Kitchen,NA,2025-03-19,128.8,107.47,0.1391
O103141,C10896,Sports,EU,2025-03-19,181.09,137.32,0.1184
O110116,C12154,Fashion,EU,2025-03-19,18.27,19.22,0.3001
O107689,C12110,Electronics,NA,2025-03-19,458.37,401.6,0.1697
O108778,C10323,Fashion,LATAM,2025-03-19,86.32,69.67,0.2039
O103282,C12132,Home & Kitchen,EU,2025-03-19,264.21,216.82,0.1345
O110639,C10721,Sports,LATAM,2025-03-19,163.32,147.41,0.1872
O109669,C10730,Fashion,APAC,2025-03-19,83.42,74.61,0.2192
O107588,C10220,Home & Kitchen,LATAM,2025-03-19,104.79,113.04,0.1966
O104461,C10745,Electronics,LATAM,2025-03-19,380.33,360.05,0.1702
O100941,C10888,Electronics,EU,2025-03-19,242.8,304.35,0.3025
O104500,C11524,Electronics,NA,2025-03-19,201.84,170.77,0.0912
O107442,C11246,Electronics,LATAM,2025-03-19,468.46,441.06,0.0931
O108437,C12146,Sports,EU,2025-03-19,87.22,67.3,0.1622
O106077,C10405,Fashion,NA,2025-03-19,159.51,123.36,0.1673
O109928,C10464,Home & Kitchen,LATAM,2025-03-19,82.89,101.23,0.2891
O111150,C10009,Fashion,APAC,2025-03-19,143.31,118.71,0.2137
O100187,C10838,Home & Kitchen,NA,2025-03-19,389.79,278.54,0.0527
O107953,C10120,Electronics,LATAM,2025-03-19,645.08,643.75,0.1558
O104421,C12199,Sports,APAC,2025-03-19,174.05,127.46,0.1264
O109240,C10623,Home & Kitchen,EU,2025-03-19,223.44,176.42,0.1292
O101775,C10288,Home & Kitchen,LATAM,2025-03-20,275.09,297.42,0.2358
O109960,C10235,Electronics,EU,2025-03-20,224.02,273.19,0.3041
O101210,C11371,Beauty,EU,2025-03-20,57.71,40.88,0.0867
O103342,C10217,Beauty,EU,2025-03-20,35.27,29.25,0.159
O105094,C10977,Home & Kitchen,APAC,2025-03-20,357.3,284.34,0.1024
O107143,C10308,Toys,EU,2025-03-20,58.54,47.75,0.1742
O105356,C11528,Electronics,NA,2025-03-20,404.01,361.55,0.1222
O111721,C11323,Sports,NA,2025-03-20,78.29,76.01,0.1634
O101260,C10585,Beauty,NA,2025-03-20,53.64,41.82,0.2014
O111265,C10925,Sports,NA,2025-03-20,20.32,17.21,0.1874
O100648,C12113,Electronics,NA,2025-03-20,414.51,340.49,0.0865
O109155,C10173,Electronics,NA,2025-03-20,435.19,387.41,0.1629
O109793,C10485,Electronics,NA,2025-03-20,419.91,389.53,0.1709
O104251,C10847,Toys,NA,2025-03-20,57.97,35.36,0.207
O109289,C10600,Electronics,LATAM,2025-03-20,316.12,289.99,0.1408
O106231,C11391,Home & Kitchen,EU,2025-03-20,222.96,181.44,0.1547
O109301,C11857,Sports,APAC,2025-03-20,162.78,118.0,0.153
O103644,C12109,Home & Kitchen,NA,2025-03-20,138.32,105.28,0.1377
O106034,C10547,Electronics,LATAM,2025-03-20,148.27,163.41,0.1936
O100379,C10577,Fashion,NA,2025-03-21,134.92,103.64,0.2523
O105852,C10561,Home & Kitchen,EU,2025-03-21,100.93,88.07,0.225
O107387,C11193,Sports,APAC,2025-03-21,169.57,140.24,0.1426
O104526,C10041,Toys,LATAM,2025-03-21,116.55,92.77,0.1582
O102504,C10111,Home & Kitchen,NA,2025-03-21,106.15,82.38,0.1284
O106797,C11522,Sports,LATAM,2025-03-21,196.75,179.25,0.1827
O110067,C11154,Toys,NA,2025-03-21,78.74,59.36,0.1365
O107262,C11658,Electronics,NA,2025-03-21,350.35,287.81,0.0979
O101162,C11865,Home & Kitchen,LATAM,2025-03-21,134.69,158.2,0.2325
O111591,C11376,Home & Kitchen,APAC,2025-03-21,206.76,184.02,0.184
O101491,C11076,Home & Kitchen,EU,2025-03-21,214.39,174.9,0.1217
O106980,C10646,Home & Kitchen,NA,2025-03-21,256.36,196.61,0.0878
O108841,C10670,Beauty,EU,2025-03-21,52.29,38.43,0.1631
O106245,C10728,Home & Kitchen,LATAM,2025-03-21,81.98,97.72,0.217
O108346,C10557,Toys,EU,2025-03-21,154.32,111.85,0.1108
O110369,C10119,Fashion,NA,2025-03-21,108.93,90.7,0.2102
O102142,C12117,Electronics,APAC,2025-03-22,401.66,388.8,0.1736
O102409,C10058,Toys,NA,2025-03-22,68.8,43.06,0.1049
O102507,C11363,Electronics,LATAM,2025-03-22,317.04,286.21,0.177
O102055,C10805,Toys,NA,2025-03-22,96.7,68.71,0.1476
O109647,C11548,Beauty,APAC,2025-03-22,87.37,55.63,0.1321
O109435,C11298,Electronics,EU,2025-03-22,401.72,432.93,0.2535
O109636,C12199,Electronics,EU,2025-03-22,412.95,510.89,0.352
O100289,C11041,Electronics,APAC,2025-03-22,299.82,261.55,0.1575
O106812,C10907,Home & Kitchen,APAC,2025-03-22,139.82,111.06,0.1723
O109843,C10354,Fashion,APAC,2025-03-22,104.68,96.29,0.3155
O106322,C10264,Toys,APAC,2025-03-22,133.89,99.99,0.1409
O109873,C10800,Fashion,EU,2025-03-22,25.7,28.51,0.3291
O102554,C12160,Home & Kitchen,NA,2025-03-22,231.23,214.53,0.21
O100767,C11054,Home & Kitchen,EU,2025-03-22,299.36,266.64,0.1802
O108588,C11139,Home & Kitchen,LATAM,2025-03-22,65.9,66.04,0.1684
O110985,C10521,Electronics,APAC,2025-03-23,213.28,196.33,0.175
O106369,C10126,Electronics,NA,2025-03-23,563.14,518.61,0.1535
O109893,C11309,Electronics,NA,2025-03-23,334.8,300.58,0.1436
O106353,C11907,Electronics,APAC,2025-03-23,467.4,403.2,0.1033
