Order ID;Customer ID;Category;Region;Order Date;Revenue;Cost;Discount;Profit;discount_pct
O103849;C10493;Fashion;APAC;17/11/2024;93.37;73.72;0.2065;19.650000000000006;20.65
O103475;C10475;Electronics;APAC;17/11/2024;373.54;332.7;0.188;40.84000000000003;18.8
O106841;C11893;Beauty;LATAM;17/11/2024;87.54;58.07;0.0334;29.470000000000006;3.34
O109224;C10161;Home & Kitchen;EU;17/11/2024;144.04;130.95;0.1984;13.090000000000003;19.84
O103124;C10970;Home & Kitchen;LATAM;17/11/2024;82.07;85.18;0.205;-3.1100000000000136;20.5
O102951;C11118;Electronics;Unknown;17/11/2024;538.24;554.97;0.2049;-16.730000000000018;20.49
O109251;C11370;Electronics;Unknown;17/11/2024;418.27;418.22;0.1999;0.049999999999954525;19.99
O111103;C10141;Electronics;Unknown;18/11/2024;395.97;400.7;0.1892;-4.729999999999961;18.92
O111645;C11586;Beauty;Unknown;18/11/2024;61.0;33.96;0.1525;27.04;15.25
O105141;C10034;Beauty;Unknown;18/11/2024;97.75;53.46;0.1093;44.29;10.93
O111319;C11642;Electronics;Unknown;18/11/2024;357.91;327.8;0.1205;30.110000000000014;12.049999999999999
O111510;C10714;Home & Kitchen;APAC;18/11/2024;281.54;215.12;0.0986;66.42000000000002;9.86
O107197;C12092;Fashion;Unknown;18/11/2024;124.41;92.1;0.2293;32.31;22.93
O105443;C11776;Fashion;EU;18/11/2024;22.65;30.62;0.3685;-7.970000000000002;36.85
O102118;C11201;Fashion;EU;18/11/2024;122.35;106.83;0.2749;15.519999999999996;27.49
O111115;C10732;Fashion;EU;18/11/2024;160.85;134.39;0.2644;26.460000000000008;26.44
O100862;C10264;Sports;EU;18/11/2024;67.01;48.8;0.1594;18.210000000000008;15.939999999999998
O111817;C10642;Fashion;EU;18/11/2024;108.22;105.92;0.3241;2.299999999999997;32.41
O102439;C10145;Sports;EU;18/11/2024;196.19;164.07;0.1523;32.120000000000005;15.229999999999999
O107070;C10655;Electronics;EU;18/11/2024;290.33;360.41;0.3308;-70.08000000000004;33.08
O100991;C11208;Sports;APAC;18/11/2024;172.44;131.09;0.1446;41.349999999999994;14.46
O108210;C11485;Sports;APAC;18/11/2024;21.62;25.09;0.1354;-3.469999999999999;13.54
O110215;C10633;Electronics;APAC;19/11/2024;342.91;343.09;0.1894;-0.17999999999994998;18.94
O109935;C10700;Toys;APAC;19/11/2024;125.18;91.88;0.1865;33.30000000000001;18.65
O102232;C12064;Electronics;APAC;19/11/2024;395.64;364.9;0.1708;30.74000000000001;17.080000000000002
O103004;C11550;Toys;Unknown;19/11/2024;89.29;75.07;0.1915;14.220000000000013;19.15
O109677;C10270;Toys;APAC;19/11/2024;94.84;66.03;0.0419;28.810000000000002;4.19
O106820;C11735;Sports;Unknown;19/11/2024;98.89;82.16;0.1546;16.730000000000004;15.459999999999999
O105809;C10834;Beauty;Unknown;19/11/2024;71.98;48.42;0.1012;23.560000000000002;10.12
O108222;C11359;Beauty;Unknown;19/11/2024;112.07;71.85;0.1467;40.22;14.67
O111881;C11524;Home & Kitchen;EU;19/11/2024;130.07;92.09;0.1177;37.97999999999999;11.77
O108291;C10561;Home & Kitchen;Unknown;19/11/2024;185.46;142.58;0.1134;42.879999999999995;11.34
O101151;C11110;Sports;APAC;19/11/2024;93.44;82.77;0.2263;10.670000000000002;22.63
O111522;C10543;Sports;EU;19/11/2024;186.55;138.57;0.1604;47.98000000000002;16.04
O111884;C11757;Home & Kitchen;Unknown;19/11/2024;129.78;104.04;0.1305;25.739999999999995;13.05
O110156;C10232;Toys;Unknown;20/11/2024;29.13;21.17;0.126;7.959999999999997;12.6
O103953;C11020;Fashion;Unknown;20/11/2024;43.19;41.22;0.1944;1.9699999999999989;19.439999999999998
O100441;C10662;Beauty;Unknown;20/11/2024;65.39;43.46;0.114;21.93;11.4
O110604;C11656;Beauty;LATAM;20/11/2024;64.59;49.39;0.1644;15.200000000000003;16.439999999999998
O104128;C11205;Toys;APAC;20/11/2024;105.78;65.66;0.1376;40.120000000000005;13.76
O110976;C11377;Electronics;Unknown;20/11/2024;532.39;460.8;0.1343;71.58999999999997;13.43
O100279;C10182;Beauty;EU;20/11/2024;105.05;75.22;0.1424;29.83;14.24
O109775;C11529;Electronics;EU;20/11/2024;154.5;217.62;0.412;-63.120000000000005;41.199999999999996
O106986;C11164;Home & Kitchen;EU;20/11/2024;270.92;234.26;0.1856;36.660000000000025;18.56
O110580;C11627;Home & Kitchen;LATAM;20/11/2024;52.03;59.96;0.2127;-7.93;21.27
O103496;C10226;Beauty;APAC;20/11/2024;78.16;55.5;0.1228;22.659999999999997;12.280000000000001
O109284;C10035;Beauty;APAC;20/11/2024;61.81;40.12;0.0889;21.690000000000005;8.89
O104186;C10584;Fashion;LATAM;20/11/2024;143.17;135.62;0.3061;7.549999999999983;30.61
O110774;C10435;Beauty;APAC;21/11/2024;73.5;37.5;0.1867;36.0;18.67
O107901;C10935;Fashion;APAC;21/11/2024;134.42;96.89;0.1841;37.52999999999999;18.41
O100034;C11953;Beauty;Unknown;21/11/2024;56.83;39.22;0.1316;17.61;13.16
O102979;C11046;Toys;EU;21/11/2024;103.28;68.7;0.1756;34.58;17.560000000000002
O102829;C10279;Electronics;Unknown;21/11/2024;375.7;370.12;0.2042;5.579999999999984;20.419999999999998
O102358;C11375;Toys;Unknown;21/11/2024;68.49;52.48;0.106;16.009999999999998;10.6
O107243;C10610;Electronics;APAC;21/11/2024;423.72;325.5;0.0575;98.22000000000003;5.75
O109522;C11897;Fashion;APAC;21/11/2024;81.04;71.11;0.2149;9.930000000000007;21.490000000000002
O107117;C11369;Fashion;Unknown;21/11/2024;104.44;84.74;0.2282;19.700000000000003;22.82
O108094;C10752;Home & Kitchen;EU;22/11/2024;212.75;176.99;0.1909;35.75999999999999;19.09
O107975;C11026;Sports;Unknown;22/11/2024;59.89;44.41;0.2411;15.480000000000004;24.11
O100614;C11509;Home & Kitchen;Unknown;22/11/2024;94.29;77.18;0.1077;17.11;10.77
O107366;C11600;Toys;EU;22/11/2024;82.61;52.78;0.1947;29.83;19.470000000000002
O104779;C10158;Beauty;APAC;22/11/2024;43.24;19.32;0.1371;23.92;13.71
O108663;C12067;Home & Kitchen;Unknown;22/11/2024;279.76;237.39;0.147;42.370000000000005;14.7
O103656;C11132;Toys;LATAM;22/11/2024;81.93;68.28;0.1822;13.650000000000006;18.22
O108433;C11493;Electronics;Unknown;22/11/2024;348.96;290.69;0.1244;58.26999999999998;12.44
O108936;C12198;Sports;APAC;22/11/2024;194.14;144.93;0.1696;49.20999999999998;16.96
O103892;C10959;Toys;APAC;22/11/2024;116.94;90.91;0.1295;26.03;12.950000000000001
O104860;C10130;Beauty;EU;22/11/2024;53.71;21.98;0.1094;31.73;10.94
O106394;C11273;Beauty;Unknown;22/11/2024;37.94;27.08;0.1266;10.86;12.659999999999998
O102947;C11094;Sports;APAC;22/11/2024;89.38;67.68;0.1281;21.69999999999999;12.809999999999999
O106711;C10783;Sports;Unknown;22/11/2024;189.98;154.86;0.1253;35.119999999999976;12.53
O106552;C10395;Electronics;EU;22/11/2024;360.14;429.73;0.3323;-69.59000000000003;33.23
O104141;C11890;Fashion;LATAM;23/11/2024;91.26;96.93;0.2734;-5.670000000000002;27.339999999999996
O109102;C11047;Beauty;EU;23/11/2024;82.76;49.64;0.1513;33.120000000000005;15.129999999999999
O104935;C11305;Toys;Unknown;23/11/2024;85.18;50.47;0.0967;34.71000000000001;9.67
O102510;C10438;Fashion;APAC;23/11/2024;139.98;110.4;0.2193;29.579999999999984;21.93
O105888;C11460;Fashion;APAC;23/11/2024;150.42;128.77;0.3273;21.649999999999977;32.73
O103548;C10676;Toys;Unknown;23/11/2024;92.67;48.13;0.0861;44.54;8.61
O102321;C10076;Electronics;EU;23/11/2024;235.16;280.69;0.3154;-45.53;31.540000000000003
O101041;C11884;Electronics;EU;23/11/2024;266.32;313.78;0.2917;-47.45999999999998;29.17
O105361;C11761;Sports;EU;23/11/2024;89.0;55.18;0.0784;33.82;7.84
O109329;C11274;Sports;LATAM;23/11/2024;161.68;129.08;0.1963;32.599999999999994;19.63
O110073;C11970;Fashion;Unknown;23/11/2024;121.46;106.87;0.252;14.58999999999999;25.2
O106011;C11703;Electronics;Unknown;23/11/2024;261.01;248.86;0.1503;12.149999999999977;15.03
O104391;C11794;Sports;APAC;23/11/2024;141.24;110.23;0.2394;31.010000000000005;23.94
O108682;C10039;Sports;EU;23/11/2024;116.56;99.4;0.191;17.159999999999997;19.1
O105546;C10339;Toys;Unknown;23/11/2024;54.87;49.49;0.2181;5.3799999999999955;21.81
O107632;C12180;Electronics;Unknown;23/11/2024;451.19;482.49;0.2182;-31.30000000000001;21.82
O104949;C10810;Toys;Unknown;23/11/2024;116.28;82.96;0.0977;33.32000000000001;9.77
O106205;C12110;Beauty;EU;23/11/2024;95.55;51.04;0.0129;44.51;1.29
O101067;C11409;Beauty;LATAM;23/11/2024;58.85;37.16;0.1586;21.690000000000005;15.86
O108965;C11738;Electronics;APAC;24/11/2024;493.43;460.46;0.1513;32.97000000000003;15.129999999999999
O102259;C12182;Toys;EU;24/11/2024;92.75;44.41;0.1112;48.34;11.12
O110193;C11516;Electronics;Unknown;24/11/2024;390.43;327.09;0.0512;63.34000000000003;5.12
O100660;C10388;Toys;APAC;24/11/2024;103.2;61.8;0.0432;41.400000000000006;4.32
O100522;C10423;Home & Kitchen;LATAM;24/11/2024;147.18;163.96;0.2649;-16.78;26.490000000000002
O100526;C12031;Home & Kitchen;EU;24/11/2024;215.63;164.96;0.1129;50.66999999999999;11.29
O108221;C10707;Beauty;EU;24/11/2024;70.29;34.0;0.0397;36.290000000000006;3.9699999999999998
O107907;C11572;Electronics;EU;24/11/2024;531.74;615.76;0.2673;-84.01999999999998;26.729999999999997
O100832;C10997;Electronics;EU;24/11/2024;498.85;528.74;0.2288;-29.889999999999986;22.88
O101437;C11436;Toys;Unknown;24/11/2024;94.36;52.71;0.0595;41.65;5.949999999999999
O111341;C11353;Electronics;EU;25/11/2024;326.55;345.32;0.2871;-18.769999999999982;28.71
O110436;C10739;Sports;EU;25/11/2024;90.67;63.86;0.1549;26.810000000000002;15.49
O103327;C10464;Toys;EU;25/11/2024;124.16;106.12;0.1485;18.039999999999992;14.85
O106284;C11025;Toys;Unknown;25/11/2024;18.75;30.02;0.2499;-11.27;24.990000000000002
O108184;C11264;Beauty;Unknown;25/11/2024;93.31;66.95;0.1215;26.36;12.15
O103361;C11638;Toys;EU;25/11/2024;89.65;68.63;0.1553;21.02000000000001;15.53
O100687;C11306;Sports;Unknown;25/11/2024;125.2;98.7;0.1801;26.5;18.01
O100313;C10618;Fashion;Unknown;25/11/2024;132.09;114.2;0.2299;17.89;22.99
O102314;C10498;Beauty;EU;25/11/2024;97.75;76.89;0.1561;20.86;15.61
O101268;C12096;Home & Kitchen;APAC;25/11/2024;109.28;98.43;0.1804;10.849999999999994;18.04
O106086;C10978;Home & Kitchen;EU;25/11/2024;124.11;107.45;0.1509;16.659999999999997;15.09
O104582;C10362;Electronics;APAC;25/11/2024;388.16;373.66;0.1696;14.5;16.96
O101379;C11189;Sports;APAC;25/11/2024;201.03;143.44;0.1094;57.59;10.94
O109399;C11706;Toys;EU;25/11/2024;150.25;107.18;0.1302;43.06999999999999;13.020000000000001
O109932;C10025;Home & Kitchen;EU;25/11/2024;123.57;109.73;0.1471;13.83999999999999;14.71
O111943;C10102;Home & Kitchen;EU;25/11/2024;132.9;127.36;0.1797;5.540000000000006;17.97
O110756;C10355;Toys;LATAM;25/11/2024;67.35;44.89;0.098;22.459999999999994;9.8
O104198;C12095;Electronics;APAC;26/11/2024;330.66;287.99;0.0993;42.670000000000016;9.93
O102152;C11884;Beauty;LATAM;26/11/2024;49.26;40.5;0.1948;8.759999999999998;19.48
O111558;C11917;Electronics;LATAM;26/11/2024;254.41;254.54;0.205;-0.12999999999999545;20.5
O109020;C11654;Sports;EU;26/11/2024;57.45;38.12;0.1591;19.330000000000005;15.909999999999998
O103958;C10215;Beauty;Unknown;26/11/2024;67.7;31.62;0.0655;36.08;6.550000000000001
O100081;C10961;Fashion;APAC;26/11/2024;171.69;139.5;0.2033;32.19;20.330000000000002
O111667;C11437;Electronics;APAC;26/11/2024;595.06;556.12;0.1793;38.93999999999994;17.93
O104191;C10753;Fashion;APAC;26/11/2024;66.78;45.42;0.1861;21.36;18.61
O111617;C10137;Fashion;APAC;26/11/2024;139.12;129.84;0.3083;9.280000000000001;30.830000000000002
O100529;C12026;Fashion;Unknown;26/11/2024;19.96;14.84;0.2016;5.120000000000001;20.16
O108499;C11760;Electronics;APAC;26/11/2024;333.6;323.54;0.1986;10.060000000000002;19.86
O104858;C10576;Beauty;Unknown;26/11/2024;46.42;33.96;0.1838;12.46;18.38
O102608;C11157;Electronics;EU;26/11/2024;519.78;593.42;0.2691;-73.63999999999999;26.91
O109680;C10033;Home & Kitchen;Unknown;26/11/2024;210.76;187.91;0.1624;22.849999999999994;16.24
O100457;C11394;Fashion;EU;26/11/2024;66.21;69.94;0.3026;-3.730000000000004;30.259999999999998
O101119;C11085;Beauty;Unknown;26/11/2024;85.47;47.93;0.0246;37.54;2.46
O101571;C10795;Beauty;EU;26/11/2024;70.85;45.68;0.1239;25.169999999999995;12.389999999999999
O107514;C10621;Sports;EU;26/11/2024;111.88;83.46;0.2322;28.42;23.22
O104606;C10528;Sports;Unknown;27/11/2024;145.35;123.52;0.1421;21.83;14.21
O106853;C10189;Sports;Unknown;27/11/2024;71.17;49.03;0.155;22.14;15.5
O108004;C12079;Electronics;APAC;27/11/2024;407.73;369.33;0.1716;38.400000000000034;17.16
O110761;C10482;Fashion;EU;27/11/2024;61.29;61.82;0.2886;-0.5300000000000011;28.860000000000003
O107111;C11758;Toys;Unknown;27/11/2024;127.04;69.72;0.0312;57.32000000000001;3.1199999999999997
O108110;C10696;Fashion;Unknown;27/11/2024;88.15;80.73;0.217;7.420000000000002;21.7
O106349;C11491;Home & Kitchen;Unknown;27/11/2024;281.59;224.18;0.1324;57.40999999999997;13.239999999999998
O103514;C10578;Beauty;APAC;27/11/2024;112.45;63.14;0.0875;49.31;8.75
O109720;C11776;Sports;APAC;27/11/2024;114.25;100.16;0.23;14.090000000000003;23.0
O109866;C10592;Electronics;Unknown;27/11/2024;246.98;236.07;0.1619;10.909999999999997;16.189999999999998
O103690;C10883;Toys;Unknown;27/11/2024;120.72;77.72;0.0565;43.0;5.65
O111431;C10436;Toys;LATAM;27/11/2024;159.45;114.23;0.0878;45.219999999999985;8.780000000000001
O102009;C11391;Beauty;APAC;27/11/2024;49.74;28.92;0.1129;20.82;11.29
O107141;C11676;Electronics;Unknown;27/11/2024;302.8;283.53;0.1969;19.27000000000004;19.689999999999998
O103567;C10337;Home & Kitchen;EU;27/11/2024;152.46;121.58;0.0794;30.88000000000001;7.9399999999999995
O105339;C11028;Fashion;Unknown;27/11/2024;122.51;101.02;0.2187;21.49000000000001;21.87
O100001;C11702;Toys;LATAM;28/11/2024;85.06;66.13;0.1351;18.930000000000007;13.51
O101495;C10948;Electronics;EU;28/11/2024;341.18;419.81;0.2943;-78.63;29.43
O102789;C11836;Electronics;LATAM;28/11/2024;289.21;286.42;0.1892;2.7899999999999636;18.92
O100815;C11841;Sports;Unknown;28/11/2024;162.25;134.48;0.1288;27.77000000000001;12.879999999999999
O103756;C11401;Sports;EU;28/11/2024;89.4;94.6;0.2097;-5.199999999999989;20.97
O111861;C12183;Toys;Unknown;28/11/2024;85.48;71.89;0.1965;13.590000000000003;19.650000000000002
O109173;C11112;Home & Kitchen;EU;28/11/2024;262.77;221.63;0.0993;41.139999999999986;9.93
O111111;C11933;Electronics;APAC;28/11/2024;366.85;342.66;0.1405;24.189999999999998;14.05
O105153;C11532;Beauty;Unknown;28/11/2024;63.0;29.7;0.0841;33.3;8.41
O107642;C10918;Toys;Unknown;28/11/2024;92.81;61.55;0.0503;31.260000000000005;5.029999999999999
O110053;C10956;Sports;Unknown;28/11/2024;140.98;120.91;0.1892;20.069999999999993;18.92
O103633;C11672;Sports;APAC;28/11/2024;19.75;19.13;0.2102;0.620000000000001;21.02
O109298;C11867;Fashion;LATAM;28/11/2024;47.14;33.7;0.2063;13.439999999999998;20.630000000000003
O100063;C12128;Home & Kitchen;Unknown;28/11/2024;274.15;246.03;0.1924;28.119999999999976;19.24
O105128;C11489;Electronics;EU;28/11/2024;440.25;463.19;0.2741;-22.939999999999998;27.41
O103240;C10459;Electronics;APAC;28/11/2024;367.52;341.51;0.1443;26.00999999999999;14.430000000000001
O106998;C10915;Beauty;EU;28/11/2024;44.99;38.82;0.1664;6.170000000000002;16.64
O105495;C10410;Beauty;EU;28/11/2024;90.5;57.8;0.1758;32.7;17.580000000000002
O102064;C11297;Fashion;Unknown;28/11/2024;27.92;22.15;0.1684;5.770000000000003;16.84
O104062;C11391;Fashion;Unknown;29/11/2024;83.16;74.69;0.2241;8.469999999999999;22.41
O101387;C10715;Home & Kitchen;EU;29/11/2024;110.19;98.04;0.139;12.149999999999991;13.900000000000002
O103434;C10517;Fashion;LATAM;29/11/2024;207.81;167.63;0.1796;40.18000000000001;17.96
O105180;C11880;Home & Kitchen;Unknown;29/11/2024;87.57;71.13;0.0682;16.439999999999998;6.819999999999999
O104390;C10397;Fashion;Unknown;29/11/2024;49.13;43.91;0.2628;5.220000000000006;26.279999999999998
O111315;C11758;Toys;EU;29/11/2024;117.72;92.86;0.1059;24.86;10.59
O103680;C11560;Electronics;LATAM;29/11/2024;352.93;359.68;0.2018;-6.75;20.18
O102084;C10288;Fashion;EU;29/11/2024;103.98;98.24;0.2835;5.740000000000009;28.349999999999998
O101357;C10295;Beauty;EU;29/11/2024;80.5;65.75;0.1734;14.75;17.34
O111698;C12113;Beauty;Unknown;29/11/2024;108.44;63.32;0.0326;45.12;3.26
O111783;C11294;Fashion;EU;29/11/2024;84.35;74.19;0.254;10.159999999999997;25.4
O107533;C11127;Electronics;Unknown;29/11/2024;341.04;322.17;0.1887;18.870000000000005;18.87
O107167;C11589;Sports;LATAM;29/11/2024;145.4;131.93;0.1195;13.469999999999999;11.95
O104948;C10582;Electronics;EU;29/11/2024;425.68;484.01;0.2707;-58.329999999999984;27.07
O105326;C11244;Beauty;EU;29/11/2024;33.95;18.97;0.101;14.980000000000004;10.100000000000001
O102598;C12130;Toys;Unknown;29/11/2024;99.02;72.21;0.1264;26.810000000000002;12.64
O111997;C11894;Fashion;Unknown;29/11/2024;158.24;106.43;0.1636;51.81;16.36
O109405;C10753;Beauty;APAC;29/11/2024;97.53;56.38;0.1032;41.15;10.32
O111832;C11420;Toys;Unknown;30/11/2024;54.56;35.59;0.1296;18.97;12.959999999999999
O111788;C11164;Fashion;APAC;30/11/2024;159.2;119.01;0.2166;40.18999999999998;21.66
O103479;C11714;Beauty;APAC;30/11/2024;54.49;33.16;0.0753;21.330000000000005;7.53
O108742;C11934;Beauty;EU;30/11/2024;68.83;43.94;0.0812;24.89;8.12
O103776;C11171;Fashion;Unknown;30/11/2024;70.78;59.4;0.227;11.380000000000003;22.7
O101376;C12117;Sports;APAC;30/11/2024;139.57;108.26;0.1773;31.309999999999988;17.73
O100740;C11797;Electronics;Unknown;30/11/2024;465.68;403.07;0.1061;62.610000000000014;10.61
O110743;C12193;Electronics;LATAM;30/11/2024;438.09;473.08;0.2007;-34.99000000000001;20.07
O101407;C11923;Fashion;EU;30/11/2024;59.12;66.37;0.3542;-7.250000000000007;35.42
O104081;C10626;Electronics;EU;30/11/2024;326.32;416.85;0.3454;-90.53000000000003;34.54
O102253;C11101;Beauty;EU;30/11/2024;52.98;29.53;0.1324;23.449999999999996;13.239999999999998
O102634;C10183;Toys;APAC;30/11/2024;113.21;78.23;0.2046;34.97999999999999;20.46
O107299;C11890;Electronics;EU;30/11/2024;292.29;300.4;0.2852;-8.109999999999957;28.52
O107284;C10250;Fashion;Unknown;30/11/2024;190.07;134.0;0.1417;56.06999999999999;14.17
O107814;C11009;Home & Kitchen;EU;30/11/2024;75.01;64.44;0.1306;10.570000000000007;13.059999999999999
O105123;C11492;Fashion;EU;01/12/2024;107.24;102.58;0.2715;4.659999999999997;27.150000000000002
O100335;C11778;Electronics;EU;01/12/2024;371.01;441.08;0.3209;-70.07;32.09
O100791;C10999;Electronics;APAC;01/12/2024;377.48;319.17;0.132;58.31;13.200000000000001
O109343;C10674;Electronics;EU;01/12/2024;402.94;553.35;0.372;-150.41000000000003;37.2
O100397;C10432;Beauty;APAC;01/12/2024;46.01;27.24;0.0584;18.77;5.84
O105290;C11822;Fashion;Unknown;01/12/2024;96.11;78.28;0.24;17.83;24.0
O107905;C12077;Electronics;Unknown;01/12/2024;454.64;414.15;0.1351;40.49000000000001;13.51
O100974;C10325;Beauty;EU;01/12/2024;57.83;37.77;0.0787;20.059999999999995;7.870000000000001
O107467;C11274;Fashion;LATAM;01/12/2024;98.39;89.8;0.257;8.590000000000003;25.7
O104579;C10643;Toys;EU;01/12/2024;106.47;86.29;0.1771;20.179999999999993;17.71
O110701;C12009;Electronics;EU;01/12/2024;127.51;159.68;0.3022;-32.17;30.220000000000002
O100676;C11277;Fashion;Unknown;01/12/2024;154.61;109.33;0.147;45.280000000000015;14.7
O100566;C10501;Toys;Unknown;01/12/2024;46.38;31.06;0.157;15.320000000000004;15.7
O103742;C12065;Home & Kitchen;Unknown;02/12/2024;135.81;114.16;0.1405;21.650000000000006;14.05
O100072;C11018;Beauty;Unknown;02/12/2024;124.14;78.35;0.0612;45.790000000000006;6.12
O107057;C11842;Toys;Unknown;02/12/2024;41.61;36.91;0.1251;4.700000000000003;12.509999999999998
O109641;C11572;Electronics;Unknown;02/12/2024;66.45;67.76;0.2198;-1.3100000000000023;21.98
O106302;C10363;Electronics;APAC;02/12/2024;275.04;258.75;0.1525;16.29000000000002;15.25
O106183;C12015;Fashion;Unknown;02/12/2024;67.65;51.29;0.2398;16.360000000000007;23.98
O102944;C11808;Fashion;APAC;02/12/2024;110.16;103.69;0.2165;6.469999999999999;21.65
O100541;C10121;Beauty;LATAM;02/12/2024;101.97;80.45;0.1272;21.519999999999996;12.72
O105433;C11106;Sports;Unknown;02/12/2024;235.21;186.36;0.1104;48.849999999999994;11.04
O100460;C11591;Electronics;APAC;02/12/2024;465.59;427.07;0.1273;38.51999999999998;12.73
O102834;C10853;Electronics;EU;02/12/2024;183.79;208.11;0.2645;-24.32000000000002;26.450000000000003
O106054;C11869;Beauty;Unknown;02/12/2024;74.38;50.23;0.13;24.15;13.0
O107341;C10791;Beauty;Unknown;02/12/2024;100.54;67.43;0.1087;33.11;10.870000000000001
O110714;C10721;Home & Kitchen;Unknown;02/12/2024;183.69;146.63;0.1161;37.06;11.61
O103077;C11793;Electronics;Unknown;02/12/2024;529.62;539.81;0.216;-10.18999999999994;21.6
O102149;C11878;Home & Kitchen;EU;03/12/2024;252.59;212.28;0.2151;40.31;21.51
O111738;C10474;Beauty;EU;03/12/2024;98.77;77.6;0.165;21.17;16.5
O109122;C12194;Home & Kitchen;APAC;03/12/2024;329.32;255.16;0.1169;74.16;11.690000000000001
O104171;C10579;Home & Kitchen;Unknown;03/12/2024;89.83;79.7;0.1811;10.129999999999995;18.11
O105201;C10904;Home & Kitchen;Unknown;03/12/2024;318.42;251.43;0.1086;66.99000000000001;10.86
O110479;C11242;Beauty;Unknown;03/12/2024;60.1;28.83;0.0142;31.270000000000003;1.4200000000000002
O106281;C10667;Toys;APAC;03/12/2024;98.43;74.69;0.241;23.74000000000001;24.099999999999998
O107842;C11902;Sports;APAC;03/12/2024;121.46;70.43;0.1045;51.02999999999999;10.45
O101466;C11398;Beauty;Unknown;03/12/2024;136.72;97.95;0.1061;38.769999999999996;10.61
O109876;C12162;Beauty;EU;03/12/2024;122.86;91.73;0.0685;31.129999999999995;6.8500000000000005
O106059;C10831;Beauty;Unknown;03/12/2024;88.06;58.65;0.0229;29.410000000000004;2.29
O110687;C11281;Electronics;APAC;03/12/2024;370.9;308.95;0.1104;61.94999999999999;11.04
O100758;C10281;Electronics;Unknown;03/12/2024;215.79;208.76;0.1852;7.030000000000001;18.52
O107002;C12133;Beauty;Unknown;03/12/2024;93.23;51.79;0.133;41.440000000000005;13.3
O105261;C10181;Home & Kitchen;Unknown;03/12/2024;114.34;82.83;0.0885;31.510000000000005;8.85
O102268;C10260;Fashion;Unknown;03/12/2024;20.02;13.54;0.1992;6.48;19.919999999999998
O102481;C11892;Toys;Unknown;03/12/2024;68.33;53.88;0.1794;14.449999999999996;17.94
O103042;C10721;Home & Kitchen;APAC;03/12/2024;228.88;203.31;0.2105;25.569999999999993;21.05
O111395;C11981;Beauty;APAC;03/12/2024;136.78;69.91;0.0765;66.87;7.6499999999999995
O100504;C10602;Sports;Unknown;04/12/2024;128.76;94.0;0.0846;34.75999999999999;8.459999999999999
O108317;C10992;Sports;APAC;04/12/2024;107.46;83.81;0.1889;23.64999999999999;18.89
O102336;C11000;Toys;Unknown;04/12/2024;123.9;82.82;0.1047;41.08000000000001;10.47
O108443;C10031;Electronics;APAC;04/12/2024;466.98;444.88;0.2047;22.100000000000023;20.47
O110742;C11078;Home & Kitchen;Unknown;04/12/2024;234.7;185.34;0.1063;49.359999999999985;10.63
O103411;C12170;Home & Kitchen;EU;04/12/2024;256.59;244.16;0.2121;12.429999999999978;21.21
O110876;C10101;Electronics;LATAM;04/12/2024;198.16;183.72;0.1995;14.439999999999998;19.950000000000003
O106370;C12179;Electronics;APAC;04/12/2024;398.29;326.36;0.0329;71.93;3.29
O100793;C11815;Beauty;Unknown;04/12/2024;60.89;22.84;0.0873;38.05;8.73
O109451;C10740;Fashion;Unknown;04/12/2024;126.99;85.5;0.1142;41.489999999999995;11.42
O104601;C12087;Electronics;EU;04/12/2024;282.49;319.66;0.3309;-37.170000000000016;33.09
O105985;C10680;Beauty;EU;04/12/2024;94.83;70.07;0.1791;24.760000000000005;17.91
O101844;C11634;Home & Kitchen;Unknown;04/12/2024;206.16;187.55;0.1727;18.609999999999985;17.27
O101726;C12089;Fashion;EU;04/12/2024;33.28;38.68;0.2875;-5.399999999999999;28.749999999999996
O110469;C11567;Toys;EU;04/12/2024;36.2;27.12;0.1687;9.080000000000002;16.869999999999997
O109766;C10782;Home & Kitchen;APAC;04/12/2024;127.97;104.36;0.1166;23.61;11.66
O101644;C10290;Electronics;APAC;04/12/2024;265.98;234.36;0.1591;31.620000000000005;15.909999999999998
O100238;C10679;Fashion;Unknown;04/12/2024;70.32;46.66;0.1825;23.659999999999997;18.25
O106793;C10164;Fashion;EU;04/12/2024;60.23;65.43;0.2909;-5.20000000000001;29.09
O100040;C10363;Electronics;LATAM;04/12/2024;287.07;316.48;0.2662;-29.410000000000025;26.619999999999997
O108834;C12064;Beauty;LATAM;04/12/2024;77.46;48.01;0.0541;29.449999999999996;5.41
O103725;C12178;Fashion;EU;04/12/2024;55.06;50.77;0.3012;4.289999999999999;30.12
O110414;C10734;Sports;EU;05/12/2024;85.45;70.71;0.1631;14.740000000000009;16.31
O100666;C11107;Beauty;APAC;05/12/2024;77.1;57.31;0.1385;19.789999999999992;13.850000000000001
O101543;C11252;Toys;EU;05/12/2024;109.14;69.8;0.1344;39.34;13.44
O107378;C10770;Fashion;EU;05/12/2024;132.36;117.28;0.2057;15.080000000000013;20.57
O103786;C10389;Beauty;Unknown;05/12/2024;81.07;63.87;0.1539;17.199999999999996;15.39
O101704;C12023;Electronics;Unknown;05/12/2024;310.48;285.24;0.1917;25.24000000000001;19.17
O106892;C10045;Sports;APAC;05/12/2024;164.34;138.89;0.202;25.450000000000017;20.200000000000003
O107665;C10910;Beauty;Unknown;05/12/2024;67.24;44.5;0.07;22.739999999999995;7.000000000000001
